,text,real,text_no_link
1506,"WE NEED MY SPACE FORCE! US Air Force is USELESS! Unlike MY low-IQ generals, EVERY DAY I worry about Mars attacking us! What if our moon colonies rebel? I watch TV, so I KNOW aliens (like Klingons) HAVE ALREADY threatened the US! THATS WHY WE NEED MY SPACE FORCE! #ThursdayThoughts",0.0,"WE NEED MY SPACE FORCE! US Air Force is USELESS! Unlike MY low-IQ generals, EVERY DAY I worry about Mars attacking us! What if our moon colonies rebel? I watch TV, so I KNOW aliens (like Klingons) HAVE ALREADY threatened the US! THATS WHY WE NEED MY SPACE FORCE! #ThursdayThoughts"
1507,"Omarosa RECORDED ME (when I mocked my voters)! Cohen RECORDED ME (talking about bank fraud)! In our PRIVATE meeting, Putin (who LIKES me) RECORDED ME (criticizing the US)! Russian prostitutes (very attractive btw) recorded ME in my hotel room! I TRUSTED ALL OF THEM! BIG BETRAYEL!",0.0,"Omarosa RECORDED ME (when I mocked my voters)! Cohen RECORDED ME (talking about bank fraud)! In our PRIVATE meeting, Putin (who LIKES me) RECORDED ME (criticizing the US)! Russian prostitutes (very attractive btw) recorded ME in my hotel room! I TRUSTED ALL OF THEM! BIG BETRAYEL!"
1508,It’s #PurpleHeartDay - which is some medal given to anybody whose injured. WHY DON’T I GET ONE? I had (VERY EXPENSIVE) BONE SPURS! I want a Purple Heart! Mueller has one! John McCain has 2! Some people even have 8! Not fare they won’t give ANY to ME! VERY SELFISH!#TuesdayThoughts,0.0,It’s #PurpleHeartDay - which is some medal given to anybody whose injured. WHY DON’T I GET ONE? I had (VERY EXPENSIVE) BONE SPURS! I want a Purple Heart! Mueller has one! John McCain has 2! Some people even have 8! Not fare they won’t give ANY to ME! VERY SELFISH!#TuesdayThoughts
1509,Fakenews is saying the witch hunter Mueller is trying to understand my mindset about WHY I conspired to rig the election with Putin’s help! NO ONE knows my mindset! NOT EVEN my psychiatrist - who proscribes my meds! I like Mike. #MondayMotivation,0.0,Fakenews is saying the witch hunter Mueller is trying to understand my mindset about WHY I conspired to rig the election with Putin’s help! NO ONE knows my mindset! NOT EVEN my psychiatrist - who proscribes my meds! I like Mike. #MondayMotivation
1510,"California wildfires are being magnified & made so much worse because “environmental” laws REQUIRE the planting of trees made out of wood! Isn’t wood flamable? AND WHY IS IT that when theirs a fire, there are pics of firemen who were ALREADY there? Are they starting these fires?!",0.0,"California wildfires are being magnified & made so much worse because “environmental” laws REQUIRE the planting of trees made out of wood! Isn’t wood flamable? AND WHY IS IT that when theirs a fire, there are pics of firemen who were ALREADY there? Are they starting these fires?!"
1511,Mueller (the witch hunter) can now proove my son Don Jr met in Trump Tower to conspire with Russians (but NOT Putin who is strong & LIKES ME!) I DON'T KNOW DON JR! He was my son for ONLY a VERY SHORT period of time! Ask my lawyer Jay Sekulow or Kellyanne Conway! #SundayMorning,0.0,Mueller (the witch hunter) can now proove my son Don Jr met in Trump Tower to conspire with Russians (but NOT Putin who is strong & LIKES ME!) I DON'T KNOW DON JR! He was my son for ONLY a VERY SHORT period of time! Ask my lawyer Jay Sekulow or Kellyanne Conway! #SundayMorning
1512,"Dan Rather called ME RACIST because I like to attack Don Lemon (dumbist man on TV), stupid Lebron James, & Low-IQ Barack Obama! I'M NOT RACIST! Dan Rather is LUCKY he’s white, otherwise I'd have to attack him too! #SaturdayMorning #SatChat #Obamaday #AmJoy",0.0,"Dan Rather called ME RACIST because I like to attack Don Lemon (dumbist man on TV), stupid Lebron James, & Low-IQ Barack Obama! I'M NOT RACIST! Dan Rather is LUCKY he’s white, otherwise I'd have to attack him too! #SaturdayMorning #SatChat #Obamaday #AmJoy"
1513,MY Secret Service agents are useless! Today I played golf & NOBODY on MY security detail could find ANY of the 17 (VERY EXPENSIVE) golf balls that I hit on the 1st hole! Why can’t they DO THERE JOB? Are they part of the DEEP STATE CONSPIRACY AGAINST ME? #WhatAreTheyHiding #Friyay,0.0,MY Secret Service agents are useless! Today I played golf & NOBODY on MY security detail could find ANY of the 17 (VERY EXPENSIVE) golf balls that I hit on the 1st hole! Why can’t they DO THERE JOB? Are they part of the DEEP STATE CONSPIRACY AGAINST ME? #WhatAreTheyHiding #Friyay
1514,Grate rally in Wilkes-Barre! Big Crowd! Over a million people in the arena! Nobody would have believed it! I told the crowd how much North Korea's KIM likes ME! HE REALLY LIKES ME! I heard Kim is building a NEW nuclear missile that will have MY NAME on it! OMG - that's SO NICE!,0.0,Grate rally in Wilkes-Barre! Big Crowd! Over a million people in the arena! Nobody would have believed it! I told the crowd how much North Korea's KIM likes ME! HE REALLY LIKES ME! I heard Kim is building a NEW nuclear missile that will have MY NAME on it! OMG - that's SO NICE!
1515,"Jeff Sessions NEEDS to STOP the Mueller Probe, END Paul Manaforts trial, CANCEL the 5 guilty plees & drop charges against MY 25 Russian friends! Doesnt Sessions know I’M NEXT?! If Sessions-aka LAZY Mr Magoo, won’t obstruct justice, I’ll find someone else who will!#WednesdayWisdom",0.0,"Jeff Sessions NEEDS to STOP the Mueller Probe, END Paul Manaforts trial, CANCEL the 5 guilty plees & drop charges against MY 25 Russian friends! Doesnt Sessions know I’M NEXT?! If Sessions-aka LAZY Mr Magoo, won’t obstruct justice, I’ll find someone else who will!#WednesdayWisdom"
1516,"Just finished MY rally in Tampa, Florida! I made up LOTS of NEW facts, some of which NO ONE has ever made up before! The crowd BELIEVED EVERYTHING I SAID! So Funny! So Gullable! I love the uneducated! #TrumpTampa",0.0,"Just finished MY rally in Tampa, Florida! I made up LOTS of NEW facts, some of which NO ONE has ever made up before! The crowd BELIEVED EVERYTHING I SAID! So Funny! So Gullable! I love the uneducated! #TrumpTampa"
1517,"Rudy Giuliani is great! Just saw him defend ME on fakenews CNN! He makes absolutely no sense, which is perfect! If I can’t figure out what he’s saying (& I have a big IQ) than my low IQ voters & Mueller wont be able to understand my defence either! Case dropped! #MondayMotivation",0.0,"Rudy Giuliani is great! Just saw him defend ME on fakenews CNN! He makes absolutely no sense, which is perfect! If I can’t figure out what he’s saying (& I have a big IQ) than my low IQ voters & Mueller wont be able to understand my defence either! Case dropped! #MondayMotivation"
1518,"I will shut down our federal government in a month if Mexico doesn't give me $20 BILLION for MY Boarder Wall! If Mexicans don’t pay me MY money, I'll call our government shutdown the ""MEXICAN Shutdown"" & KEEP IT CLOSED (months if needed) until they pay! VERY embarassing for them!",0.0,"I will shut down our federal government in a month if Mexico doesn't give me $20 BILLION for MY Boarder Wall! If Mexicans don’t pay me MY money, I'll call our government shutdown the ""MEXICAN Shutdown"" & KEEP IT CLOSED (months if needed) until they pay! VERY embarassing for them!"
1519,"Today is FRIDAY, July 28 - NOT SATURDAY! It makes me VERY ANGRY when MY so-called advisors try to tell ME, a stable genious, what day it is! Even FAKE NEWS reporters on CNN are saying today is Saturday, & dems BELIEVE IT! Incredible! Some people are so stupid! Sad! #FridayFeeling",0.0,"Today is FRIDAY, July 28 - NOT SATURDAY! It makes me VERY ANGRY when MY so-called advisors try to tell ME, a stable genious, what day it is! Even FAKE NEWS reporters on CNN are saying today is Saturday, & dems BELIEVE IT! Incredible! Some people are so stupid! Sad! #FridayFeeling"
1520,"Putin invited ME, HIS FAVORITE President Trump to Moscow! SO EXCITED! After our private night together where I did EVERYTHING he wanted, i didn't know if he liked me since he didnt reply to ANY of my text messeges! (i send 10 EVERYDAY!) Now I know HE LIKES ME! OMG! #FridayFeeling",0.0,"Putin invited ME, HIS FAVORITE President Trump to Moscow! SO EXCITED! After our private night together where I did EVERYTHING he wanted, i didn't know if he liked me since he didnt reply to ANY of my text messeges! (i send 10 EVERYDAY!) Now I know HE LIKES ME! OMG! #FridayFeeling"
1521,"My lawyer, Michael Cohen, (who was SUPPOSED TO work for ME QUIETLY by paying off porn stars and helping me launder money), is a TERRIBLE lawyer!! Anybody who would hire Cohen is extremly stupid, an AWFUL decision maker, and a VERY BAD judge of character!",0.0,"My lawyer, Michael Cohen, (who was SUPPOSED TO work for ME QUIETLY by paying off porn stars and helping me launder money), is a TERRIBLE lawyer!! Anybody who would hire Cohen is extremly stupid, an AWFUL decision maker, and a VERY BAD judge of character!"
1522,TERRIBLE NEWS! I HAD TO cancel my National Security Briefing today after I found out MY star on the Hollywood Walk of Fame was destroyed by a pickaxe last night! I'M VERY UPSET at this act of TERRORISM! Where was MY Secret Service? Why are they SO INCOMPITENT? #WednesdayWisdom https://t.co/eLa54YR7ND,0.0,TERRIBLE NEWS! I HAD TO cancel my National Security Briefing today after I found out MY star on the Hollywood Walk of Fame was destroyed by a pickaxe last night! I'M VERY UPSET at this act of TERRORISM! Where was MY Secret Service? Why are they SO INCOMPITENT? #WednesdayWisdom
1523,"Tarriffs are the greatest! China & Canada will stop buying American products, which means American factory workers & farmers WON'T BE working as hard, since they'll have much less to sell! THANKS TO ME, US farmers & factory workers can sleep in & GOLF EVERY DAY! #TuesdayThoughts",0.0,"Tarriffs are the greatest! China & Canada will stop buying American products, which means American factory workers & farmers WON'T BE working as hard, since they'll have much less to sell! THANKS TO ME, US farmers & factory workers can sleep in & GOLF EVERY DAY! #TuesdayThoughts"
1524,"To Iranian President Rouhani: NEVER EVER THREATEN THE UNITED STATES AGAIN OR I WILL UNINVITE YOU TO MY REALLY BIG WHITE HOUSE PARTY WITH PUTIN & KIM JUNG UN! MY PARTY, THE LIKES OF WHICH LOSER OBAMA JUST DREAMED ABOUT, WILL BE 1 OF THE BEST PARTIES IN HISTERY! YOU'VE BEEN WARNED!",0.0,"To Iranian President Rouhani: NEVER EVER THREATEN THE UNITED STATES AGAIN OR I WILL UNINVITE YOU TO MY REALLY BIG WHITE HOUSE PARTY WITH PUTIN & KIM JUNG UN! MY PARTY, THE LIKES OF WHICH LOSER OBAMA JUST DREAMED ABOUT, WILL BE 1 OF THE BEST PARTIES IN HISTERY! YOU'VE BEEN WARNED!"
1525,"Just found out PUTIN used hidden cameras to record our PRIVATE meeting! NOT FAIR! NOBODY knew Russia had secret camera technology! Russia BETTER NOT release the video! I DON'T WANT Dan Coats, MY Director of National Intellegence, to no what we talked about since I DONT TRUST HIM!",0.0,"Just found out PUTIN used hidden cameras to record our PRIVATE meeting! NOT FAIR! NOBODY knew Russia had secret camera technology! Russia BETTER NOT release the video! I DON'T WANT Dan Coats, MY Director of National Intellegence, to no what we talked about since I DONT TRUST HIM!"
1526,"Failing New York Times says Michael Cohen has recordings of me illegally paying off Karen McDougal. It was MY IDEA to record! NOT Cohens! Don’t give him credet! Also, NY Times DIDNT EVEN MENTION the recordings of ME taking payments from Russia! Very BAD reporting! #FridayFeeling",0.0,"Failing New York Times says Michael Cohen has recordings of me illegally paying off Karen McDougal. It was MY IDEA to record! NOT Cohens! Don’t give him credet! Also, NY Times DIDNT EVEN MENTION the recordings of ME taking payments from Russia! Very BAD reporting! #FridayFeeling"
1527,"Putin said YES!! Putin will be here in the fall! In my secret meeting I invited Putin to Washington for an AWESOME sleepover! Kim-Jong Un was also invited, but Kim won't say yes until I make some more consessions. The 3 of us are going to have SO MUCH FUN! CAKE! #ThursdayThoughts",0.0,"Putin said YES!! Putin will be here in the fall! In my secret meeting I invited Putin to Washington for an AWESOME sleepover! Kim-Jong Un was also invited, but Kim won't say yes until I make some more consessions. The 3 of us are going to have SO MUCH FUN! CAKE! #ThursdayThoughts"
1528,"Russian media says I did EXACTLY what I was supposed to do at the Russia-US summit! BIG rewards for ME! Since the Russian government OWNS & CONTROLS the news media, their's NO Fake News in Russia! Just one more reason why Russia is better then the US! #ThursdayThoughts #Trumpknew",0.0,"Russian media says I did EXACTLY what I was supposed to do at the Russia-US summit! BIG rewards for ME! Since the Russian government OWNS & CONTROLS the news media, their's NO Fake News in Russia! Just one more reason why Russia is better then the US! #ThursdayThoughts #Trumpknew"
1529,"Lying Sarah Sanders and MY Low-IQ generals are wrong AGAIN! America WOULD'NT defend our Nato ally Montenegro (if that's a really country), if they were attacked by Russia! Why would the US help or suport ANY Nato country if attacked? THAT’S NOT HOW MILITARY ALLIENCES WORK!!",0.0,"Lying Sarah Sanders and MY Low-IQ generals are wrong AGAIN! America WOULD'NT defend our Nato ally Montenegro (if that's a really country), if they were attacked by Russia! Why would the US help or suport ANY Nato country if attacked? THAT’S NOT HOW MILITARY ALLIENCES WORK!!"
1530,"Yesterday I said ""I don't see any reason why Russia WOOD interfere with our election."" But MY advisors tell me I MEANT TO SAY ""I don't see any reason why it WOODN'T be Russia."" Not sure why my advisors MADE ME lie, since Russian media says the summit COODN'T be better! 
#Wouldnt",0.0,"Yesterday I said ""I don't see any reason why Russia WOOD interfere with our election."" But MY advisors tell me I MEANT TO SAY ""I don't see any reason why it WOODN'T be Russia."" Not sure why my advisors MADE ME lie, since Russian media says the summit COODN'T be better! #Wouldnt"
1531,Many dumb Republicans & even some @FoxNews reporters are being CRITICAL of ME just because I betrayed America by giving in to the demands of Strong & Powerful Putin! Dont these Republicans KNOW that saying bad things about ME is #Treason? There stupididy is amazing! #ImpeachTrump,0.0,Many dumb Republicans & even some @FoxNews reporters are being CRITICAL of ME just because I betrayed America by giving in to the demands of Strong & Powerful Putin! Dont these Republicans KNOW that saying bad things about ME is #Treason? There stupididy is amazing! #ImpeachTrump
1532,I was SO impressed with Putin! He is VERY POWERFUL & highly smart! He ALWAYS treats me NICELY! Russia is such a great country! MUCH BETTER then the United States in EVERY WAY! Sometimes I wish I was a Russian rather then being an american. #Helsinki2018 #HelsinkiSummitt #Treason,0.0,I was SO impressed with Putin! He is VERY POWERFUL & highly smart! He ALWAYS treats me NICELY! Russia is such a great country! MUCH BETTER then the United States in EVERY WAY! Sometimes I wish I was a Russian rather then being an american. #Helsinki2018 #HelsinkiSummitt #Treason
1533,"In my PRIVATE meeting with Pres Putin, he TOOK OFF HIS SHIRT to show me wear he got a scar from 1 of his KGB missions! NOT TO BE OUTDONE, I pulled up MY shirt to show him wear I got a hickey from Stormy. I WON! since he covered his mouth & rushed to the bathroom. #TreasonSummit",0.0,"In my PRIVATE meeting with Pres Putin, he TOOK OFF HIS SHIRT to show me wear he got a scar from 1 of his KGB missions! NOT TO BE OUTDONE, I pulled up MY shirt to show him wear I got a hickey from Stormy. I WON! since he covered his mouth & rushed to the bathroom. #TreasonSummit"
1534,The European Union IS AND ALWAYS HAS BEEN our greatest FOE! America fought at least TWO world wars against them! Their is NO WAY we could ever be Friends with them! #SundayMorning,0.0,The European Union IS AND ALWAYS HAS BEEN our greatest FOE! America fought at least TWO world wars against them! Their is NO WAY we could ever be Friends with them! #SundayMorning
1535,Great day for golf today! But I can't help but notice its been 24 hours since Obama learned 12 Russians ATTACKED AMERICA by hacking our elections! YET LAZY @BarackObama has TWEATED NOTHING about it! ISN'T HE going to do ANYTHING about an ATTACK on the USA?! VERY POOR LEADERSHIP!,0.0,Great day for golf today! But I can't help but notice its been 24 hours since Obama learned 12 Russians ATTACKED AMERICA by hacking our elections! YET LAZY @BarackObama has TWEATED NOTHING about it! ISN'T HE going to do ANYTHING about an ATTACK on the USA?! VERY POOR LEADERSHIP!
1536,"Some VERY MEAN BULLYS in London are flying a BIG baby Trump blimp that MOCKS ME! I AM NOT A BABY! I'M NOT! I'M TELLING the queen when I see her! Those BULLYS (and ANYONE who laughs at ME) are going to get in BIG TROUBLE!! 
#TrumpBabyBlimp #TrumpBaby #FridayFeeling #UKtrumpvisit",0.0,Some VERY MEAN BULLYS in London are flying a BIG baby Trump blimp that MOCKS ME! I AM NOT A BABY! I'M NOT! I'M TELLING the queen when I see her! Those BULLYS (and ANYONE who laughs at ME) are going to get in BIG TROUBLE!! #TrumpBabyBlimp #TrumpBaby #FridayFeeling #UKtrumpvisit
1537,"I'm still in Europe! ALL NATO leaders told ME how mentally stable I am! HOWEVER, when I met RUDE English prime minister Theresa May at Blenheim Palace, she DIDN'T greet me by saying how mentally stable I was! She just said ""Hello.""!! Lots of Witnesses! VERY DISTERBING behavior!",0.0,"I'm still in Europe! ALL NATO leaders told ME how mentally stable I am! HOWEVER, when I met RUDE English prime minister Theresa May at Blenheim Palace, she DIDN'T greet me by saying how mentally stable I was! She just said ""Hello.""!! Lots of Witnesses! VERY DISTERBING behavior!"
1538,"I'm in the country of Brussels, at this NATO thing. (Nobody even knows what NATO stands for btw). IT amazes me that their are 29 world leaders hear & I'M THE ONLY ONE who has a good tan! Sad! WHY can't NATO leaders invest more money in tanning boothes?! #WednesdayWisdom",0.0,"I'm in the country of Brussels, at this NATO thing. (Nobody even knows what NATO stands for btw). IT amazes me that their are 29 world leaders hear & I'M THE ONLY ONE who has a good tan! Sad! WHY can't NATO leaders invest more money in tanning boothes?! #WednesdayWisdom"
1539,"NATO Alliance is USELESS! For example, if England attacked the United Kingdom tomorrow, the USA would HAVE TO send troops and fight for BOTH SIDES BECAUSE of our NATO obligations!! I've EXPLANED THIS to MY so-called generals, who aren't very smart, because THEY JUST DON'T GET IT!",0.0,"NATO Alliance is USELESS! For example, if England attacked the United Kingdom tomorrow, the USA would HAVE TO send troops and fight for BOTH SIDES BECAUSE of our NATO obligations!! I've EXPLANED THIS to MY so-called generals, who aren't very smart, because THEY JUST DON'T GET IT!"
1540,"My 7/9 Schedule
7-11:44-Watch TV.
11:45-Intel briefing-Ordered updates on Canadien Troop Movements.
12:30-Lunch w/ Pence. Finally said yes after recieving his Poem.
2-8-Geography briefing.
9-Reveal SCOTUS PICK! HUGE SUPRISE & RATINGS! Amy Coney Barrett recepsion #MondayMotivation",0.0,My 7/9 Schedule 7-11:44-Watch TV. 11:45-Intel briefing-Ordered updates on Canadien Troop Movements. 12:30-Lunch w/ Pence. Finally said yes after recieving his Poem. 2-8-Geography briefing. 9-Reveal SCOTUS PICK! HUGE SUPRISE & RATINGS! Amy Coney Barrett recepsion #MondayMotivation
1541,"Secretary of State Mike Pompeo just back from North Korea. Didn't go well. My whole North Korea policy is coming completely apart, BUT IT'S NOT my fault!! NOBODY warned me that diplomacey could be so hard! And the North Koreans are being VERY MEAN TO ME! #SundayFunday",0.0,"Secretary of State Mike Pompeo just back from North Korea. Didn't go well. My whole North Korea policy is coming completely apart, BUT IT'S NOT my fault!! NOBODY warned me that diplomacey could be so hard! And the North Koreans are being VERY MEAN TO ME! #SundayFunday"
1542,"Rudy Giuliani is right! Law enforcement always HAS TO PROOVE to the criminal (me) that they committed the crime, so the criminal CAN CHOOSE whether or not to be arrested! I've seen Law & Order on Netflix, so NOBODY knows how this law stuff works more then me! #SundayMorning",0.0,"Rudy Giuliani is right! Law enforcement always HAS TO PROOVE to the criminal (me) that they committed the crime, so the criminal CAN CHOOSE whether or not to be arrested! I've seen Law & Order on Netflix, so NOBODY knows how this law stuff works more then me! #SundayMorning"
1543,"For my Supreme Court pick, I've interviewed 7 people. Amy Coney Barrett's interview was terrific! Unlike the 5 others, I could tell Amy liked ME because she flirted with ME (by looking DIRECTLY at ME.) On the down side, she's obviosly TO OLD for me, since she's older then Ivanka.",0.0,"For my Supreme Court pick, I've interviewed 7 people. Amy Coney Barrett's interview was terrific! Unlike the 5 others, I could tell Amy liked ME because she flirted with ME (by looking DIRECTLY at ME.) On the down side, she's obviosly TO OLD for me, since she's older then Ivanka."
1544,My golf caddy just told me England WON against Sweden today! And he said England will FIGHT Croatia or Russia THIS WEEK! Why can't MY DUMB GENERALS tell me this WAR NEWS? AND WHY is the WAR-MONGERING English queen attacking these countrees? She's OUT OF CONTROL!! #SaturdayMorning,0.0,My golf caddy just told me England WON against Sweden today! And he said England will FIGHT Croatia or Russia THIS WEEK! Why can't MY DUMB GENERALS tell me this WAR NEWS? AND WHY is the WAR-MONGERING English queen attacking these countrees? She's OUT OF CONTROL!! #SaturdayMorning
1545,"I’m eating dinner w/ 1st Lady Melanie, VP Mike Pence & his wife Karen. Bathroom breaks are COMPLECATED! Mike MADE ME PROMISE that I wouldn't leave him alone with Melanie (TOO MUCH temptation). While both Melanie & Karen say they don’t want to be left alone with me (not sure why).",0.0,"I’m eating dinner w/ 1st Lady Melanie, VP Mike Pence & his wife Karen. Bathroom breaks are COMPLECATED! Mike MADE ME PROMISE that I wouldn't leave him alone with Melanie (TOO MUCH temptation). While both Melanie & Karen say they don’t want to be left alone with me (not sure why)."
1546,"WHY are SNEAKY CHINESE COMPANYS MAKING & SELLING AMERICAN FLAGS that have ONLY 50 white stars? Loser Obama KNEW THIS & did NOTHING! My voters should count the # of white stars on every US flag you see! If 50, its fake! Send pics to #If50ItsFake! 
#FridayFeeIing #FridayMotivation",0.0,"WHY are SNEAKY CHINESE COMPANYS MAKING & SELLING AMERICAN FLAGS that have ONLY 50 white stars? Loser Obama KNEW THIS & did NOTHING! My voters should count the # of white stars on every US flag you see! If 50, its fake! Send pics to #If50ItsFake! #FridayFeeIing #FridayMotivation"
1547,"I have IMPORTANT #AdviceForNewTwitterUsers! BE AWARE that their's a Trump Parody Account that LOOKS like the President's Account! Also, their's a VERIFIDE Presidents Twitter account that LOOKS like a Parody Account! You can buy a coffee for Parody Trump at https://t.co/lMExzuoWHj",0.0,"I have IMPORTANT #AdviceForNewTwitterUsers! BE AWARE that their's a Trump Parody Account that LOOKS like the President's Account! Also, their's a VERIFIDE Presidents Twitter account that LOOKS like a Parody Account! You can buy a coffee for Parody Trump at"
1548,"FakeNews says E.P.A. chief Scott Pruitt resigned because of his 23 ethics scandels! WRONG! He quit because he was BORED! Because I've ordered the EPA to NOT DO ANYTHING to protect the environment, only an IDIOT would agree to be EPA chief! BTW, my new EPA chief is Andrew Wheeler.",0.0,"FakeNews says E.P.A. chief Scott Pruitt resigned because of his 23 ethics scandels! WRONG! He quit because he was BORED! Because I've ordered the EPA to NOT DO ANYTHING to protect the environment, only an IDIOT would agree to be EPA chief! BTW, my new EPA chief is Andrew Wheeler."
1549,"Why is it that ONLY White Men signed the Declaration of Independance? NO African-Americans, Indians, Hispanics, or women BOTHERED TO SIGN IT! VERY UNPATRIOTIC! Also, only people from 13 of the 50 states signed! What about the other 27 states? SAD! 
#4thJuly2018 #HappyFourth",0.0,"Why is it that ONLY White Men signed the Declaration of Independance? NO African-Americans, Indians, Hispanics, or women BOTHERED TO SIGN IT! VERY UNPATRIOTIC! Also, only people from 13 of the 50 states signed! What about the other 27 states? SAD! #4thJuly2018 #HappyFourth"
1550,"Just got back to the White House after giving MY GREAT speech in West Virginia! Thanks to ME, West Virginia NOW has ONE OF THE LOWEST rates of Shark Attacks in the United States! MUCH SAFER then dangerous Nevada, scary Tenesee or horrible Missori! Making America Safe Again! #MASA",0.0,"Just got back to the White House after giving MY GREAT speech in West Virginia! Thanks to ME, West Virginia NOW has ONE OF THE LOWEST rates of Shark Attacks in the United States! MUCH SAFER then dangerous Nevada, scary Tenesee or horrible Missori! Making America Safe Again! #MASA"
1551,"On advice of Legal Councel & Alan Dershowitz, I WON'T comment on the Michael Cohen interview. That being said, I CANT BELIEVE LOSER COHEN MIGHT FLIP ON ME! He BETTER NOT release the tapes of the Russian prostitutes! PS Why DIDN'T Cohen complement MY new hair in his interview? Sad",0.0,"On advice of Legal Councel & Alan Dershowitz, I WON'T comment on the Michael Cohen interview. That being said, I CANT BELIEVE LOSER COHEN MIGHT FLIP ON ME! He BETTER NOT release the tapes of the Russian prostitutes! PS Why DIDN'T Cohen complement MY new hair in his interview? Sad"
1552,"Why is Canada celebrating Independence Day TODAY, July 1st? Indepedence Day ISN'T until July 4th! EVERYBODY KNOWS THAT! (except Obama). Canadien President Trudeau is GOING OUT OF HIS WAY to make me angry by celebrating 4 days to soon! Sad! #SundayMorning #CanadaDay #CanadaDay2018",0.0,"Why is Canada celebrating Independence Day TODAY, July 1st? Indepedence Day ISN'T until July 4th! EVERYBODY KNOWS THAT! (except Obama). Canadien President Trudeau is GOING OUT OF HIS WAY to make me angry by celebrating 4 days to soon! Sad! #SundayMorning #CanadaDay #CanadaDay2018"
1553,"IT HAPPENED AGAIN! 5th TIME THIS WEEK! I had the dream where I begged Star Trek's Sulu (@GeorgeTakei) to marry me. Sulu said NO, called ME a douchebag & rode off on a unicorn with some other guy. WHY DO I KEEP HAVING THIS DREAM? Pence said he's had this dream to! #SaturdayMorning",0.0,"IT HAPPENED AGAIN! 5th TIME THIS WEEK! I had the dream where I begged Star Trek's Sulu (@GeorgeTakei) to marry me. Sulu said NO, called ME a douchebag & rode off on a unicorn with some other guy. WHY DO I KEEP HAVING THIS DREAM? Pence said he's had this dream to! #SaturdayMorning"
1554,Its past noon! Just woke up! Overslept AGAIN -was binge watching Star Trek TOS last night. Missed National Securiety Briefing. NOT MY FAULT! SECRET SERVICE or my assitants SHOULD HAVE GOT ME UP earlier. Good news: I leave at 4 pm for MY GOLF WEEKEND! #FridayFeeling,0.0,Its past noon! Just woke up! Overslept AGAIN -was binge watching Star Trek TOS last night. Missed National Securiety Briefing. NOT MY FAULT! SECRET SERVICE or my assitants SHOULD HAVE GOT ME UP earlier. Good news: I leave at 4 pm for MY GOLF WEEKEND! #FridayFeeling
1555,Just found out that FBI agent Peter Strzok said I was an “idiot”!! HOW COULD HE POSSIBLY KNOW THAT? Only people CLOSE to ME knew that! Which one of my TRAITEROUS cabinnet members TOLD Strzok?! Was it Mnuchin? Or maybe DeVos or Mattis? I WILL FIND OUT! #ThursdayThoughts,0.0,Just found out that FBI agent Peter Strzok said I was an “idiot”!! HOW COULD HE POSSIBLY KNOW THAT? Only people CLOSE to ME knew that! Which one of my TRAITEROUS cabinnet members TOLD Strzok?! Was it Mnuchin? Or maybe DeVos or Mattis? I WILL FIND OUT! #ThursdayThoughts
1556,"Germanys Low IQ Merkel & Canadas dopey Trudeau are ANGRY at me? There MAD because I tweeted about our secret 3pm meeting w/ NASA, Defense Dept & world leaders on the topic of finding the crashed alien ship in Greenland. I didnt reveal ANY information! I KNOW HOW TO KEEP A SECRET!",0.0,"Germanys Low IQ Merkel & Canadas dopey Trudeau are ANGRY at me? There MAD because I tweeted about our secret 3pm meeting w/ NASA, Defense Dept & world leaders on the topic of finding the crashed alien ship in Greenland. I didnt reveal ANY information! I KNOW HOW TO KEEP A SECRET!"
1557,"Recent Satellite photos show North Korea is RAPIDLY improving nuclear research facilities. Don't worry! MY Trump-Kim agreement still stands! I texted Kim Jung-Un & he PROMISED ME he's creating ""NEW"" long-range nuclear missiles that will be used for PEACEFUL PURPOSES ONLY! #MAGA",0.0,"Recent Satellite photos show North Korea is RAPIDLY improving nuclear research facilities. Don't worry! MY Trump-Kim agreement still stands! I texted Kim Jung-Un & he PROMISED ME he's creating ""NEW"" long-range nuclear missiles that will be used for PEACEFUL PURPOSES ONLY! #MAGA"
1558,"At MY national security briefing now. Boring. They think I’m taking notes on my phone. More talk about Russians in Seeria. Who cares! Air Force lewtenant now presenting info. She’s cute, 8.5, maybe 9. Why dont Female officers Show more cleavage & wear miniskirts? #WednesdayWisdom",0.0,"At MY national security briefing now. Boring. They think I’m taking notes on my phone. More talk about Russians in Seeria. Who cares! Air Force lewtenant now presenting info. She’s cute, 8.5, maybe 9. Why dont Female officers Show more cleavage & wear miniskirts? #WednesdayWisdom"
1559,"MY 6/27 schedule
8–11am–Trump-Putin daydream!
11:30-Intel briefing-w/PICS/nap
12–make remarks at a dumb event
1–Lunch w/Pompeo–KFC & Cake!
2-Meet king of Porchagal
3-SECRET meeting about alien discovery
4:20–travel to Fargo. Kansas? 
8pm–Rally-5 million atending!
#WednesdayWisdom",0.0,MY 6/27 schedule 8–11am–Trump-Putin daydream! 11:30-Intel briefing-w/PICS/nap 12–make remarks at a dumb event 1–Lunch w/Pompeo–KFC & Cake! 2-Meet king of Porchagal 3-SECRET meeting about alien discovery 4:20–travel to Fargo. Kansas? 8pm–Rally-5 million atending! #WednesdayWisdom
