,text,real,text_no_link
2127,Indian TV says Americans should hold me accountable for ignoring the warnings and letting the coronavirus spread across the country. Ridiculous! This is only the 4th year of my presidency! I haven’t even figured out how to flush my toilet properly yet. https://t.co/SIIUfYhJGn,0.0,Indian TV says Americans should hold me accountable for ignoring the warnings and letting the coronavirus spread across the country. Ridiculous! This is only the 4th year of my presidency! I haven’t even figured out how to flush my toilet properly yet.
2128,"BY ROYAL PROCLAMATION I, #KINGTRUMP, HAVE DECREED THAT THE GOVERNORS OF ALL 50 STATES SHALL BE RESPONSIBLE FOR IMPLEMENTING STATE LAWS AND OVERSEEING THE OPERATION OF THE STATE EXECUTIVE BRANCH. https://t.co/1XT334n2I2",0.0,"BY ROYAL PROCLAMATION I, #KINGTRUMP, HAVE DECREED THAT THE GOVERNORS OF ALL 50 STATES SHALL BE RESPONSIBLE FOR IMPLEMENTING STATE LAWS AND OVERSEEING THE OPERATION OF THE STATE EXECUTIVE BRANCH."
2129,"You had me going there for a minute, Kinky Matt! I thought I had a Mutiny on my hands! #Corruption https://t.co/wgdUxKtnm3",0.0,"You had me going there for a minute, Kinky Matt! I thought I had a Mutiny on my hands! #Corruption"
2130,Just got a call from Merrick Garland. He told me no President has TOTAL authority.,0.0,Just got a call from Merrick Garland. He told me no President has TOTAL authority.
2131,I have the best meltdowns #TrumpMeltdown https://t.co/L8vN8i9yRx,0.0,I have the best meltdowns #TrumpMeltdown
2132,ONLY BUY YOUR FAKE CURES FROM THE COMPANIES I PERSONALLY RECOMMEND! https://t.co/suS6zw2ocU,0.0,ONLY BUY YOUR FAKE CURES FROM THE COMPANIES I PERSONALLY RECOMMEND!
2133,TOTAL FABRICATED FICTION! https://t.co/37Ox610tf7,0.0,TOTAL FABRICATED FICTION!
2134,STOP ASKING ME WHAT I DID IN FEBRUARY! https://t.co/nhWdxycftg,0.0,STOP ASKING ME WHAT I DID IN FEBRUARY!
2135,"What did I do in February? 

A lot!

Feb 1-2: Golf and #SuperBowl party at Mar-a-Lago

Feb 10: #MAGA rally in NH

Feb 14-16: Golf at #MarALago, fundraiser in Palm Beach, #Daytona500 

Feb 18: Fundraiser in Beverly Hills

Feb 18-19: Trump property in Las Vegas, #MAGA rally in AZ",0.0,"What did I do in February? A lot! Feb 1-2: Golf and #SuperBowl party at Mar-a-Lago Feb 10: #MAGA rally in NH Feb 14-16: Golf at #MarALago, fundraiser in Palm Beach, #Daytona500 Feb 18: Fundraiser in Beverly Hills Feb 18-19: Trump property in Las Vegas, #MAGA rally in AZ"
2136,Sorry about the delays in PPE. I was working on a new campaign video.,0.0,Sorry about the delays in PPE. I was working on a new campaign video.
2137,"I TOTALLY SHUT IT DOWN COMING IN FROM CHINA EXCEPT FOR THE 430,000 PEOPLE WHO SNUCK IN  ON DIRECT FLIGHTS! https://t.co/VKj6Cw7rOw",0.0,"I TOTALLY SHUT IT DOWN COMING IN FROM CHINA EXCEPT FOR THE 430,000 PEOPLE WHO SNUCK IN ON DIRECT FLIGHTS!"
2138,"NOBODY SAW IT COMING*!

*except The Johns Hopkins Center for Health Security, World Economic Forum, and Bill & Melinda Gates Foundation who issued their ""recommendations"" in November https://t.co/aXHpJiDTxR",0.0,"NOBODY SAW IT COMING*! *except The Johns Hopkins Center for Health Security, World Economic Forum, and Bill & Melinda Gates Foundation who issued their ""recommendations"" in November"
2139,"White House ""news to confuse"" conference today at 5:00 P.M. Eastern. Tune in to see who gets fired! Many people are saying ratings will be even higher than the #TheBachelorLTYH premiere!",0.0,"White House ""news to confuse"" conference today at 5:00 P.M. Eastern. Tune in to see who gets fired! Many people are saying ratings will be even higher than the #TheBachelorLTYH premiere!"
2140,V. Putin is very smart! I just hope the vaccine he had delivered to Walter Reed for me in November works the way he said it would. https://t.co/tkf6hNakeS,0.0,V. Putin is very smart! I just hope the vaccine he had delivered to Walter Reed for me in November works the way he said it would.
2141,"Thank you Brave Sean Hannity! Many people were worried you would be shamed into taking a Twitter break after so many people were tweeting that #BloodOnHisHandsHannity hashtag! Glad to see that you are still spreading toxic drivel. You are killing it*!

*America. https://t.co/46wm4v9Z1V",0.0,Thank you Brave Sean Hannity! Many people were worried you would be shamed into taking a Twitter break after so many people were tweeting that #BloodOnHisHandsHannity hashtag! Glad to see that you are still spreading toxic drivel. You are killing it*! *America.
2142,How to Get Away With Pandemic #QuarantineATVShow https://t.co/FwkQ1MMr8s,0.0,How to Get Away With Pandemic #QuarantineATVShow
2143,The #TrumpVirus is Number One! Now causing more death than heart disease and cancer! https://t.co/rofFwc6Hq0,0.0,The #TrumpVirus is Number One! Now causing more death than heart disease and cancer!
2144,Fake News 60 Minutes says Anthony Fauci helped past Presidents prevent pandemics. But pandemics that don’t happen get very low ratings so how would anyone remember that? I let the pandemic happen and made Fauci a star! He should thank me! https://t.co/Mibe8Scb4t,0.0,Fake News 60 Minutes says Anthony Fauci helped past Presidents prevent pandemics. But pandemics that don’t happen get very low ratings so how would anyone remember that? I let the pandemic happen and made Fauci a star! He should thank me!
2145,"My incompetence just put 16.8 million out of jobs, Dave. https://t.co/8MnWoDqmi8",0.0,"My incompetence just put 16.8 million out of jobs, Dave."
2146,"I am working hard to expose the corruption and dishonesty in the Lamestream Media. That part is easy, the hard part is WHY CAN'T I GET MYSELF TO FOCUS ON THE CORONAVIRUS PANDEMIC?",0.0,"I am working hard to expose the corruption and dishonesty in the Lamestream Media. That part is easy, the hard part is WHY CAN'T I GET MYSELF TO FOCUS ON THE CORONAVIRUS PANDEMIC?"
2147,"Jared has everything figured out, believe me! https://t.co/4KDDtpzZJX",0.0,"Jared has everything figured out, believe me!"
2148,"New Poll: The Rasmussen Poll, one of the most accurate in predicting the 2016 Election, has just announced that “Trump” numbers have recently slumped to a six-month low of 43% as the coronavirus crisis drags into its 3rd month with millions unemployed. 56% disapproval. Thank you!",0.0,"New Poll: The Rasmussen Poll, one of the most accurate in predicting the 2016 Election, has just announced that “Trump” numbers have recently slumped to a six-month low of 43% as the coronavirus crisis drags into its 3rd month with millions unemployed. 56% disapproval. Thank you!"
2149,"For the first time in history all 50 States have agreed we have a Presidential Disaster on our hands! The enemy is invisible, but it is being described as either a ""flu"" or a ""germ"" or an ""idiot."" But we are now all in a very stupid & very costly war, so let's not point fingers!",0.0,"For the first time in history all 50 States have agreed we have a Presidential Disaster on our hands! The enemy is invisible, but it is being described as either a ""flu"" or a ""germ"" or an ""idiot."" But we are now all in a very stupid & very costly war, so let's not point fingers!"
2150,It is very unfair to Sean Hannity to suggest that people may have contracted the coronavirus based on his misinformation! #BloodOnHisHandsHannity https://t.co/XnaQP4JqCn,0.0,It is very unfair to Sean Hannity to suggest that people may have contracted the coronavirus based on his misinformation! #BloodOnHisHandsHannity
2151,"#BloodOnHisHandsHannity could have spread like a germ. It could have spread like a flu. For some reason, it went viral. Nobody saw it coming! https://t.co/1Xn1LRvVev",0.0,"#BloodOnHisHandsHannity could have spread like a germ. It could have spread like a flu. For some reason, it went viral. Nobody saw it coming!"
2152,"Failed TV producer @andylassner is being very unfair to Dr. Sean Hannity, without whose medical expertise I would not be able to make my most crucial life-or-death (OK, usually death) decisions! Please do NOT retweet the hashtag #BloodOnHisHandsHannity!",0.0,"Failed TV producer @andylassner is being very unfair to Dr. Sean Hannity, without whose medical expertise I would not be able to make my most crucial life-or-death (OK, usually death) decisions! Please do NOT retweet the hashtag #BloodOnHisHandsHannity!"
2153,"Happy Easter! He is Risen! Please share this very strong & very powerful message from my good friend Boris about the power of universal healthcare and the valuable and life-saving work being done by immigrants! Makes #Brexit & #MAGA seem stupid, but hey. https://t.co/vJNG7mDL8d",0.0,"Happy Easter! He is Risen! Please share this very strong & very powerful message from my good friend Boris about the power of universal healthcare and the valuable and life-saving work being done by immigrants! Makes #Brexit & #MAGA seem stupid, but hey."
2154,"JUST DID A DEAL WITH THE GUY WHO MURDERED #JAMALKHASHOGGI AND IS STILL TORTURING WOMEN AND THE GUY WHO KILLS JOURNALISTS AND HACKED OUR ELECTION. REST ASSURED, EVEN IN A DEPRESSION, GAS PRICES WILL BE GOING BACK UP! #MAGA",0.0,"JUST DID A DEAL WITH THE GUY WHO MURDERED #JAMALKHASHOGGI AND IS STILL TORTURING WOMEN AND THE GUY WHO KILLS JOURNALISTS AND HACKED OUR ELECTION. REST ASSURED, EVEN IN A DEPRESSION, GAS PRICES WILL BE GOING BACK UP! #MAGA"
2155,"Russia, if you're listening, we're going to need to go with the pizza shop sex trafficking thing again. https://t.co/MERY5R70hh",0.0,"Russia, if you're listening, we're going to need to go with the pizza shop sex trafficking thing again."
2156,"THE POST OFFICE MUST BE SMOTHERED TO DEATH WITH A ""MY PILLOW"" OR THE PANDEMIC WILL HAVE BEEN WASTED! https://t.co/lcqSb9M4qU",0.0,"THE POST OFFICE MUST BE SMOTHERED TO DEATH WITH A ""MY PILLOW"" OR THE PANDEMIC WILL HAVE BEEN WASTED!"
2157,It’s not the federal government’s job to do testing but it’s Obama’s fault I didn’t have the testing I needed for a virus that didn’t exist until 2019!,0.0,It’s not the federal government’s job to do testing but it’s Obama’s fault I didn’t have the testing I needed for a virus that didn’t exist until 2019!
2158,HAPPY EASTER TO ALL MY FAVORITE BUNNIES! https://t.co/YvjI7c9Opn,0.0,HAPPY EASTER TO ALL MY FAVORITE BUNNIES!
2159,"""Wash your hands."" Pontius Pilate",0.0,"""Wash your hands."" Pontius Pilate"
2160,Do not believe He Is Risen until you hear it on @OANN! Otherwise I'm still in bed.,0.0,Do not believe He Is Risen until you hear it on @OANN! Otherwise I'm still in bed.
2161,THE POSTAL SERVICE MUST PAY FOR ITSELF. I AM BAILING OUT THE CRUISE INDUSTRY SO THAT POOR RURAL VOTERS WILL HAVE SOMETHING TO MOTIVATE THEM TO BE LESS POOR AND MAYBE SEE THE WORLD! #MAGA,0.0,THE POSTAL SERVICE MUST PAY FOR ITSELF. I AM BAILING OUT THE CRUISE INDUSTRY SO THAT POOR RURAL VOTERS WILL HAVE SOMETHING TO MOTIVATE THEM TO BE LESS POOR AND MAYBE SEE THE WORLD! #MAGA
2162,HAPPY EASTER! THE EASTER BUNNY SAW HIS SHADOW! JESUS IS RISEN! https://t.co/dfUKp61UcU,0.0,HAPPY EASTER! THE EASTER BUNNY SAW HIS SHADOW! JESUS IS RISEN!
2163,"Many people are asking me if bathing in Jesus’s blood can protect you from the coronavirus. I’m not a doctor, but it sounds extremely reasonable. https://t.co/SlmS5gvVeS",0.0,"Many people are asking me if bathing in Jesus’s blood can protect you from the coronavirus. I’m not a doctor, but it sounds extremely reasonable."
2164,I AM NUMBER ONE IN CORONAVIRUS DEATHS AND ON FACEBOOK!,0.0,I AM NUMBER ONE IN CORONAVIRUS DEATHS AND ON FACEBOOK!
2165,More pollution! No more Post Office!,0.0,More pollution! No more Post Office!
2166,"Many people ask me, ""Oh Chosen One, if God sent you, why do you not heal the sick like Jesus did?"" NO  MORE GOTCHA QUESTIONS!",0.0,"Many people ask me, ""Oh Chosen One, if God sent you, why do you not heal the sick like Jesus did?"" NO MORE GOTCHA QUESTIONS!"
2167,"Leadership: Whatever happens, put it in the “good bucket” or the “bad bucket.” If it’s in the “bad bucket” blame Obama or Pelosi or Schumer or Romney or Fake News or NATO or [insert name of latest accuser] or China or “Roger Daltrey’s band” or Weekend Fox News or Wall St Journal.",0.0,"Leadership: Whatever happens, put it in the “good bucket” or the “bad bucket.” If it’s in the “bad bucket” blame Obama or Pelosi or Schumer or Romney or Fake News or NATO or [insert name of latest accuser] or China or “Roger Daltrey’s band” or Weekend Fox News or Wall St Journal."
2168,"This invisible germ is playing three-dimensional chess with low-IQ antibiotics that couldn’t beat a baby aspirin at checkers! But I’m doing a terrific job, believe me.",0.0,"This invisible germ is playing three-dimensional chess with low-IQ antibiotics that couldn’t beat a baby aspirin at checkers! But I’m doing a terrific job, believe me."
2169,"Watching Fox News on weekend afternoons is a total waste of time! Also, Dr. Hannity’s advice could kill you, so skip him too. I recommend OANN instead. Very supple! https://t.co/4XEUt0JAQb",0.0,"Watching Fox News on weekend afternoons is a total waste of time! Also, Dr. Hannity’s advice could kill you, so skip him too. I recommend OANN instead. Very supple!"
2170,Ron DeSantis is doing an incredible job! https://t.co/c34MEH3Io6,0.0,Ron DeSantis is doing an incredible job!
2171,"Not when comparing to country to country totals. If you insist on getting into per capita comparisons, you're going to make me look really bad when we line up the testing data. Really, really bad. Because I totally fucked up the testing, John. Which is why we have the most death. https://t.co/2npogiWZ8Z",0.0,"Not when comparing to country to country totals. If you insist on getting into per capita comparisons, you're going to make me look really bad when we line up the testing data. Really, really bad. Because I totally fucked up the testing, John. Which is why we have the most death."
2172,MANY PEOPLE ARE SAYING I AM THE BEST AT WASHING MY HANDS SINCE PONTIUS PILATE! https://t.co/VlbqOPsWc3,0.0,MANY PEOPLE ARE SAYING I AM THE BEST AT WASHING MY HANDS SINCE PONTIUS PILATE!
2173,WE WILL BUILD IT AGAIN! https://t.co/thmanqP0S2,0.0,WE WILL BUILD IT AGAIN!
2174,NOBODY SAW IT COMING EXCEPT READERS OF @SCIAM IN JANUARY! https://t.co/A3ZRlCx6VP,0.0,NOBODY SAW IT COMING EXCEPT READERS OF @SCIAM IN JANUARY!
2175,AMERICA IS NUMBER ONE! https://t.co/EThEUG1Ewy,0.0,AMERICA IS NUMBER ONE!
2176,Please do not allow the nursing homes on shore. I don’t need my numbers to double when I’m doing such a fantastic job! #SaturdayMorning https://t.co/gZPJJ2zrhg,0.0,Please do not allow the nursing homes on shore. I don’t need my numbers to double when I’m doing such a fantastic job! #SaturdayMorning
2177,Enlist in the #SpaceForce! https://t.co/OpJYxFbhoF,0.0,Enlist in the #SpaceForce!
2178,"You could call it a virus. Or you could call it a flu. Or a germ. It’s a master of disguise. A genius really. I wish I could do something. But not my job, folks! https://t.co/kFAkONcO5V",0.0,"You could call it a virus. Or you could call it a flu. Or a germ. It’s a master of disguise. A genius really. I wish I could do something. But not my job, folks!"
2179,WE MUST END SOCIAL DISTANCING AND RESUME NORMAL ACTIVITIES SOON! https://t.co/E4ZRwzuxJQ,0.0,WE MUST END SOCIAL DISTANCING AND RESUME NORMAL ACTIVITIES SOON!
2180,WE ARE UNITED! AGAINST NASTY WOMEN! https://t.co/nN0xV0DYSt,0.0,WE ARE UNITED! AGAINST NASTY WOMEN!
2181,THESE ARE THE SADDEST NEWS CONFERENCES THAT I'VE EVER HAD. I DON'T LIKE DOING THEM BECAUSE I'M TALKING ABOUT DEATH. LOTS OF DEATH! (AND MANY PEOPLE SAY ALL MY FAULT.) BUT THE RATINGS—TREMENDOUS! WHO KNEW DEATH COULD BE SO GOOD FOR RATINGS? TUNE IN TOMORROW FOR AN ALL-NEW EPISODE!,0.0,THESE ARE THE SADDEST NEWS CONFERENCES THAT I'VE EVER HAD. I DON'T LIKE DOING THEM BECAUSE I'M TALKING ABOUT DEATH. LOTS OF DEATH! (AND MANY PEOPLE SAY ALL MY FAULT.) BUT THE RATINGS—TREMENDOUS! WHO KNEW DEATH COULD BE SO GOOD FOR RATINGS? TUNE IN TOMORROW FOR AN ALL-NEW EPISODE!
2182,"DEATHS ABOVE 18,000. BUT DID YOU SEE THE STOCK MARKET THIS WEEK? I'M DOING A FANTASTIC JOB! https://t.co/L2AbiGYO2b",0.0,"DEATHS ABOVE 18,000. BUT DID YOU SEE THE STOCK MARKET THIS WEEK? I'M DOING A FANTASTIC JOB!"
2183,"I would have loved to go to the Stations of the Cross today, but Dr. Fauci told me to avoid stations. #GoodFriday2020",0.0,"I would have loved to go to the Stations of the Cross today, but Dr. Fauci told me to avoid stations. #GoodFriday2020"
2184,"Very sad to hear @foxandfriends weekend host @JedediahBila has tested positive for what @SeanHannity assured me was just ""media hysteria."" Or maybe she took a plane after @ainsleyearhardt told weekday Fox and Friends viewers what a great time it is to fly! https://t.co/XnaQP4JqCn",0.0,"Very sad to hear @foxandfriends weekend host @JedediahBila has tested positive for what @SeanHannity assured me was just ""media hysteria."" Or maybe she took a plane after @ainsleyearhardt told weekday Fox and Friends viewers what a great time it is to fly!"
2185,PONTIUS PILATE HAD THE RIGHT IDEA! #GoodFriday https://t.co/245frTF8VD,0.0,PONTIUS PILATE HAD THE RIGHT IDEA! #GoodFriday
2186,"The Invisible Enemy will soon be in full retreat, believe me! There’s no need to test everybody. And we definitely don’t need an exact death toll. Let’s just put this all behind us like a nasty cold and move on pronto. No Accountability!",0.0,"The Invisible Enemy will soon be in full retreat, believe me! There’s no need to test everybody. And we definitely don’t need an exact death toll. Let’s just put this all behind us like a nasty cold and move on pronto. No Accountability!"
2187,"Today is Good Friday. Many people are thinking about Jesus. And many people are saddened to see the #TrumpBurialPits. But spare a thought for Pontius Pilate, who was really good at washing his hands. https://t.co/rSIqMQyxo6",0.0,"Today is Good Friday. Many people are thinking about Jesus. And many people are saddened to see the #TrumpBurialPits. But spare a thought for Pontius Pilate, who was really good at washing his hands."
2188,I always thought Kinky Matt was wearing the gas mask as some kind of fetish thing. https://t.co/N07lx00mvX,0.0,I always thought Kinky Matt was wearing the gas mask as some kind of fetish thing.
2189,"Thank you @sethmeyers! I could definitely fix the situation, but I’m just here to provide back up. Sorry for any confusion. Let’s just forget about all the preventable deaths and move on, k? https://t.co/xCyRYQQBtn",0.0,"Thank you @sethmeyers! I could definitely fix the situation, but I’m just here to provide back up. Sorry for any confusion. Let’s just forget about all the preventable deaths and move on, k?"
2190,I promised to eliminate the $19 trillion debt I inherited in eight years. ONLY $24 TRILLION TO GO! https://t.co/pw8N0MOCLS,0.0,I promised to eliminate the $19 trillion debt I inherited in eight years. ONLY $24 TRILLION TO GO!
2191,"If you ever want to support what I do when I'm not playing Orange Mussolini on Twitter, please subscribe to my #Unprecedented newsletter: https://t.co/prHcm4Fwhi",0.0,"If you ever want to support what I do when I'm not playing Orange Mussolini on Twitter, please subscribe to my #Unprecedented newsletter:"
2192,72% of Americans want voting by mail. I didn't get where I am today by letting the majority decide things!,0.0,72% of Americans want voting by mail. I didn't get where I am today by letting the majority decide things!
2193,#tbt https://t.co/jgWsXfIFvM,0.0,#tbt
2194,#tbt https://t.co/X2QESd78At,0.0,#tbt
2195,#tbt https://t.co/XWKLT4VTx5,0.0,#tbt
2196,#tbt https://t.co/W7EkYOZ2pj,0.0,#tbt
2197,"Thank you, @BillOReilly, Honorary Co-Chairman of the #AgingPervertClub! You have pioneered getting people killed with your very powerful ""Opinions"" for years! The 759 young people who died in the past few weeks were totally dispensable. https://t.co/ISgAuWfPo0 https://t.co/zUAc5O9EGt",0.0,"Thank you, @BillOReilly, Honorary Co-Chairman of the #AgingPervertClub! You have pioneered getting people killed with your very powerful ""Opinions"" for years! The 759 young people who died in the past few weeks were totally dispensable."
2198,"The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through the roof” (American Crime Story level!) & is only way for me to escape reality & speak directly to my people. @WSJ only cares about ""facts."" Ridiculous! https://t.co/ewHnEAYia6",0.0,"The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through the roof” (American Crime Story level!) & is only way for me to escape reality & speak directly to my people. @WSJ only cares about ""facts."" Ridiculous!"
2199,"The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through the roof” (Monday Night Football, Bachelor Finale, according to @nytimes). And I only had to crash the entire economy and kill 60,000 people to do it!",0.0,"The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through the roof” (Monday Night Football, Bachelor Finale, according to @nytimes). And I only had to crash the entire economy and kill 60,000 people to do it!"
2200,"On National Prisoner of War Day, I think about Loser John McCain. Captured fighting in a stupid war when he could have gotten out of it with a simple doctor's note. What an idiot!",0.0,"On National Prisoner of War Day, I think about Loser John McCain. Captured fighting in a stupid war when he could have gotten out of it with a simple doctor's note. What an idiot!"
2201,"I DEFINITELY SHUT IT DOWN FROM CHINA, GIVE OR TAKE HALF A MILLION PEOPLE FLYING IN ON DIRECT FLIGHTS OR THROUGH OTHER COUNTRIES! HOW THE FUCK WAS I TO KNOW IT COULD COME IN FROM EUROPE, TOO? SORRY ABOUT THAT. KEEP BATHING IN THE BLOOD OF JESUS, THOUGH.",0.0,"I DEFINITELY SHUT IT DOWN FROM CHINA, GIVE OR TAKE HALF A MILLION PEOPLE FLYING IN ON DIRECT FLIGHTS OR THROUGH OTHER COUNTRIES! HOW THE FUCK WAS I TO KNOW IT COULD COME IN FROM EUROPE, TOO? SORRY ABOUT THAT. KEEP BATHING IN THE BLOOD OF JESUS, THOUGH."
2202,"Sorry, #MAGA voters! We’ll definitely have an incredible replacement for Obamacare one of these years, believe me! In the meantime, just pray you survive the very strong and very powerful #TrumpVirus!  https://t.co/z0KMkasl4w",0.0,"Sorry, #MAGA voters! We’ll definitely have an incredible replacement for Obamacare one of these years, believe me! In the meantime, just pray you survive the very strong and very powerful #TrumpVirus!"
2203,I am ending federal support for #COVIDー19 testing because it’s April and that means it’s time for the virus to disappear like a miracle. You are welcome!  https://t.co/ODXGgxkTAa,0.0,I am ending federal support for #COVIDー19 testing because it’s April and that means it’s time for the virus to disappear like a miracle. You are welcome!
2204,"Parasite is now streaming. Or if you don’t have Hulu, you can always watch the webcam of the Mar-a-Lago kitchen.  https://t.co/3oSOg4fYMF",0.0,"Parasite is now streaming. Or if you don’t have Hulu, you can always watch the webcam of the Mar-a-Lago kitchen."
2205,"Thank you, Ronna, Niece of Romney! Always accuse your opponents of the crimes you are committing! Works every time! https://t.co/9nuuhu3Ngq",0.0,"Thank you, Ronna, Niece of Romney! Always accuse your opponents of the crimes you are committing! Works every time!"
2206,I AM A WARTIME PRESIDENT BUT I AM READY TO SURRENDER!,0.0,I AM A WARTIME PRESIDENT BUT I AM READY TO SURRENDER!
2207,MOST AMERICANS CAN FUCK OFF! https://t.co/3Pzgw9RCbW,0.0,MOST AMERICANS CAN FUCK OFF!
2208,"Sorry, Bill. I fucked up bigly. Obama was just 10,000% better at this stuff than me, I guess. https://t.co/frRip6tOPl",0.0,"Sorry, Bill. I fucked up bigly. Obama was just 10,000% better at this stuff than me, I guess."
2209,"Thank you, James Woods! We definitely need more whistleblowers like Linda Tripp to expose Presidents for their adulterous, immoral and predatory sexual behavior as a means to expose the unfathomable depths of their corruption! Just not my 20+ accusers, who are all Nasty Liars! https://t.co/hcLjDsBEjI",0.0,"Thank you, James Woods! We definitely need more whistleblowers like Linda Tripp to expose Presidents for their adulterous, immoral and predatory sexual behavior as a means to expose the unfathomable depths of their corruption! Just not my 20+ accusers, who are all Nasty Liars!"
2210,The World Health Organization is to blame! https://t.co/PH5WwPS0oV,0.0,The World Health Organization is to blame!
2211,ANYONE KNOW ANY GOOD CHEERS WHEN THOUSANDS ARE DYING? @KAYLEIGHMCENANY AND I NEED SOME NEW ROUTINES! https://t.co/48HukuSdx1,0.0,ANYONE KNOW ANY GOOD CHEERS WHEN THOUSANDS ARE DYING? @KAYLEIGHMCENANY AND I NEED SOME NEW ROUTINES!
2212,MAIL-IN VOTING IS A TERRIBLE THING! THE ONLY THING WORSE IS IN-PERSON VOTING! DEMOCRACY IS TERRIBLE FOR REPUBLICANS! #StayHome #DontVote https://t.co/P8YtMnS4By,0.0,MAIL-IN VOTING IS A TERRIBLE THING! THE ONLY THING WORSE IS IN-PERSON VOTING! DEMOCRACY IS TERRIBLE FOR REPUBLICANS! #StayHome #DontVote
2213,FLATTENING OF THE CURVE! https://t.co/gnIFdT7P9O,0.0,FLATTENING OF THE CURVE!
2214,OBAMA DID A TERRIBLE JOB WITH THE H1N1 PANDEMIC. THE #TRUMPVIRUS HAS ALREADY KILLED MORE AMERICANS THAN H1N1 AND WE HAVE A LONG WAY TO GO! https://t.co/tanvvY2RaD,0.0,OBAMA DID A TERRIBLE JOB WITH THE H1N1 PANDEMIC. THE #TRUMPVIRUS HAS ALREADY KILLED MORE AMERICANS THAN H1N1 AND WE HAVE A LONG WAY TO GO!
2215,"Cannot imagine @AOC supporting Sleepy Joe Biden when the alternative is a corrupt sleazebag like me who wants to destroy Food Stamps, Medicare, Medicaid, Social Security and fuck the planet the way I used to fuck models before we used “models” to track all the death I’m causing!",0.0,"Cannot imagine @AOC supporting Sleepy Joe Biden when the alternative is a corrupt sleazebag like me who wants to destroy Food Stamps, Medicare, Medicaid, Social Security and fuck the planet the way I used to fuck models before we used “models” to track all the death I’m causing!"
2216,Bernie Sanders was cheated out of the nomination by Democratic voters! That’s why I invite all Bernie supporters who survive the #TrumpPandemic to vote for me so I can take away your healthcare once and for all. “Voters must not be allowed to decide elections!” V. Putin,0.0,Bernie Sanders was cheated out of the nomination by Democratic voters! That’s why I invite all Bernie supporters who survive the #TrumpPandemic to vote for me so I can take away your healthcare once and for all. “Voters must not be allowed to decide elections!” V. Putin
2217,Will be sending 100 ventilators to Colorado before Gavin Newsom does. That fucker making me look bad.,0.0,Will be sending 100 ventilators to Colorado before Gavin Newsom does. That fucker making me look bad.
2218,HE FORGOT TO BATHE IN THE BLOOD OF JESUS THIS MORNING! https://t.co/yIjzVvoTqz,0.0,HE FORGOT TO BATHE IN THE BLOOD OF JESUS THIS MORNING!
2219,"THE WORLD HEALTH ORGANIZATION CALLED IT WRONG, WHILE I GOT EVERYTHING RIGHT, WITHIN A MARGIN OF ERROR OF ZERO-200,000 DEATHS.",0.0,"THE WORLD HEALTH ORGANIZATION CALLED IT WRONG, WHILE I GOT EVERYTHING RIGHT, WITHIN A MARGIN OF ERROR OF ZERO-200,000 DEATHS."
2220,Don Lemon is the dumberest man on television! https://t.co/tanvvY2RaD,0.0,Don Lemon is the dumberest man on television!
2221,Please join me in welcoming Kayleigh McEnany to the White Supremacy House! https://t.co/9UxiyFS25h,0.0,Please join me in welcoming Kayleigh McEnany to the White Supremacy House!
2222,"Thank you, Stephanie Grisham for your pioneering work in Social Distancing from the White House Press Corps!",0.0,"Thank you, Stephanie Grisham for your pioneering work in Social Distancing from the White House Press Corps!"
2223,Republicans must win on ideas! Our best idea is preventing minorities and students from voting!,0.0,Republicans must win on ideas! Our best idea is preventing minorities and students from voting!
2224,I would like to thank Stephanie Grisham for the incredible job she didn’t do. Not even once.,0.0,I would like to thank Stephanie Grisham for the incredible job she didn’t do. Not even once.
2225,SPACE FORCE!,0.0,SPACE FORCE!
2226,"Thank you, Megyn Kelly! There will be a lot of death and it’s all my fault but Don Lemon has no right to be upset!",0.0,"Thank you, Megyn Kelly! There will be a lot of death and it’s all my fault but Don Lemon has no right to be upset!"
2227,SANOFI STRONG!,0.0,SANOFI STRONG!
2228,I'm not just a snake-oil salesman. I own part of the company! https://t.co/mzK3dZwZOs,0.0,I'm not just a snake-oil salesman. I own part of the company!
2229,NOBODY SAW IT COMING (EXCEPT PETER NAVARRO IN HIS EXTREMELY DETAILED JANUARY 29 MEMO WHICH SPELLED IT ALL OUT FOR ME IN VERY CLEAR TERMS)! https://t.co/2wmTI2BFXN,0.0,NOBODY SAW IT COMING (EXCEPT PETER NAVARRO IN HIS EXTREMELY DETAILED JANUARY 29 MEMO WHICH SPELLED IT ALL OUT FOR ME IN VERY CLEAR TERMS)!
2230,"CALL JARED FOR THE MEDICAL! IF YOU DON’T HAVE HIS NUMBER, ASK JESUS FOR A MIRACLE! https://t.co/HorVSWmD95",0.0,"CALL JARED FOR THE MEDICAL! IF YOU DON’T HAVE HIS NUMBER, ASK JESUS FOR A MIRACLE!"
2231,GIVE ME THE NAME OF THE INSPECTOR GENERAL WHO TOLD YOU THE TRUTH ABOUT WHAT'S HAPPENING IN HOSPITALS! TRUTH IS NOT ALLOWED!,0.0,GIVE ME THE NAME OF THE INSPECTOR GENERAL WHO TOLD YOU THE TRUTH ABOUT WHAT'S HAPPENING IN HOSPITALS! TRUTH IS NOT ALLOWED!
