,text,real
2140,"Dan Rather called ME RACIST because I like to attack Don Lemon (dumbist man on TV), stupid Lebron James, & Low-IQ Barack Obama! I'M NOT RACIST! Dan Rather is LUCKY he’s white, otherwise I'd have to attack him too! #SaturdayMorning #SatChat #Obamaday #AmJoy",0.0
2141,MY Secret Service agents are useless! Today I played golf & NOBODY on MY security detail could find ANY of the 17 (VERY EXPENSIVE) golf balls that I hit on the 1st hole! Why can’t they DO THERE JOB? Are they part of the DEEP STATE CONSPIRACY AGAINST ME? #WhatAreTheyHiding #Friyay,0.0
2142,Grate rally in Wilkes-Barre! Big Crowd! Over a million people in the arena! Nobody would have believed it! I told the crowd how much North Korea's KIM likes ME! HE REALLY LIKES ME! I heard Kim is building a NEW nuclear missile that will have MY NAME on it! OMG - that's SO NICE!,0.0
2143,"Jeff Sessions NEEDS to STOP the Mueller Probe, END Paul Manaforts trial, CANCEL the 5 guilty plees & drop charges against MY 25 Russian friends! Doesnt Sessions know I’M NEXT?! If Sessions-aka LAZY Mr Magoo, won’t obstruct justice, I’ll find someone else who will!#WednesdayWisdom",0.0
2144,"Just finished MY rally in Tampa, Florida! I made up LOTS of NEW facts, some of which NO ONE has ever made up before! The crowd BELIEVED EVERYTHING I SAID! So Funny! So Gullable! I love the uneducated! #TrumpTampa",0.0
2145,"Rudy Giuliani is great! Just saw him defend ME on fakenews CNN! He makes absolutely no sense, which is perfect! If I can’t figure out what he’s saying (& I have a big IQ) than my low IQ voters & Mueller wont be able to understand my defence either! Case dropped! #MondayMotivation",0.0
2146,"I will shut down our federal government in a month if Mexico doesn't give me $20 BILLION for MY Boarder Wall! If Mexicans don’t pay me MY money, I'll call our government shutdown the ""MEXICAN Shutdown"" & KEEP IT CLOSED (months if needed) until they pay! VERY embarassing for them!",0.0
2147,"Today is FRIDAY, July 28 - NOT SATURDAY! It makes me VERY ANGRY when MY so-called advisors try to tell ME, a stable genious, what day it is! Even FAKE NEWS reporters on CNN are saying today is Saturday, & dems BELIEVE IT! Incredible! Some people are so stupid! Sad! #FridayFeeling",0.0
2148,"Putin invited ME, HIS FAVORITE President Trump to Moscow! SO EXCITED! After our private night together where I did EVERYTHING he wanted, i didn't know if he liked me since he didnt reply to ANY of my text messeges! (i send 10 EVERYDAY!) Now I know HE LIKES ME! OMG! #FridayFeeling",0.0
2149,"My lawyer, Michael Cohen, (who was SUPPOSED TO work for ME QUIETLY by paying off porn stars and helping me launder money), is a TERRIBLE lawyer!! Anybody who would hire Cohen is extremly stupid, an AWFUL decision maker, and a VERY BAD judge of character!",0.0
2151,"Tarriffs are the greatest! China & Canada will stop buying American products, which means American factory workers & farmers WON'T BE working as hard, since they'll have much less to sell! THANKS TO ME, US farmers & factory workers can sleep in & GOLF EVERY DAY! #TuesdayThoughts",0.0
2152,"To Iranian President Rouhani: NEVER EVER THREATEN THE UNITED STATES AGAIN OR I WILL UNINVITE YOU TO MY REALLY BIG WHITE HOUSE PARTY WITH PUTIN & KIM JUNG UN! MY PARTY, THE LIKES OF WHICH LOSER OBAMA JUST DREAMED ABOUT, WILL BE 1 OF THE BEST PARTIES IN HISTERY! YOU'VE BEEN WARNED!",0.0
2153,"Just found out PUTIN used hidden cameras to record our PRIVATE meeting! NOT FAIR! NOBODY knew Russia had secret camera technology! Russia BETTER NOT release the video! I DON'T WANT Dan Coats, MY Director of National Intellegence, to no what we talked about since I DONT TRUST HIM!",0.0
2154,"Failing New York Times says Michael Cohen has recordings of me illegally paying off Karen McDougal. It was MY IDEA to record! NOT Cohens! Don’t give him credet! Also, NY Times DIDNT EVEN MENTION the recordings of ME taking payments from Russia! Very BAD reporting! #FridayFeeling",0.0
2155,"Putin said YES!! Putin will be here in the fall! In my secret meeting I invited Putin to Washington for an AWESOME sleepover! Kim-Jong Un was also invited, but Kim won't say yes until I make some more consessions. The 3 of us are going to have SO MUCH FUN! CAKE! #ThursdayThoughts",0.0
2156,"Russian media says I did EXACTLY what I was supposed to do at the Russia-US summit! BIG rewards for ME! Since the Russian government OWNS & CONTROLS the news media, their's NO Fake News in Russia! Just one more reason why Russia is better then the US! #ThursdayThoughts #Trumpknew",0.0
2157,"Lying Sarah Sanders and MY Low-IQ generals are wrong AGAIN! America WOULD'NT defend our Nato ally Montenegro (if that's a really country), if they were attacked by Russia! Why would the US help or suport ANY Nato country if attacked? THAT’S NOT HOW MILITARY ALLIENCES WORK!!",0.0
2158,"Yesterday I said ""I don't see any reason why Russia WOOD interfere with our election."" But MY advisors tell me I MEANT TO SAY ""I don't see any reason why it WOODN'T be Russia."" Not sure why my advisors MADE ME lie, since Russian media says the summit COODN'T be better! 
#Wouldnt",0.0
2159,Many dumb Republicans & even some @FoxNews reporters are being CRITICAL of ME just because I betrayed America by giving in to the demands of Strong & Powerful Putin! Dont these Republicans KNOW that saying bad things about ME is #Treason? There stupididy is amazing! #ImpeachTrump,0.0
2160,I was SO impressed with Putin! He is VERY POWERFUL & highly smart! He ALWAYS treats me NICELY! Russia is such a great country! MUCH BETTER then the United States in EVERY WAY! Sometimes I wish I was a Russian rather then being an american. #Helsinki2018 #HelsinkiSummitt #Treason,0.0
2161,"In my PRIVATE meeting with Pres Putin, he TOOK OFF HIS SHIRT to show me wear he got a scar from 1 of his KGB missions! NOT TO BE OUTDONE, I pulled up MY shirt to show him wear I got a hickey from Stormy. I WON! since he covered his mouth & rushed to the bathroom. #TreasonSummit",0.0
2162,The European Union IS AND ALWAYS HAS BEEN our greatest FOE! America fought at least TWO world wars against them! Their is NO WAY we could ever be Friends with them! #SundayMorning,0.0
2163,Great day for golf today! But I can't help but notice its been 24 hours since Obama learned 12 Russians ATTACKED AMERICA by hacking our elections! YET LAZY @BarackObama has TWEATED NOTHING about it! ISN'T HE going to do ANYTHING about an ATTACK on the USA?! VERY POOR LEADERSHIP!,0.0
2164,"Some VERY MEAN BULLYS in London are flying a BIG baby Trump blimp that MOCKS ME! I AM NOT A BABY! I'M NOT! I'M TELLING the queen when I see her! Those BULLYS (and ANYONE who laughs at ME) are going to get in BIG TROUBLE!! 
#TrumpBabyBlimp #TrumpBaby #FridayFeeling #UKtrumpvisit",0.0
2165,"I'm still in Europe! ALL NATO leaders told ME how mentally stable I am! HOWEVER, when I met RUDE English prime minister Theresa May at Blenheim Palace, she DIDN'T greet me by saying how mentally stable I was! She just said ""Hello.""!! Lots of Witnesses! VERY DISTERBING behavior!",0.0
2166,"I'm in the country of Brussels, at this NATO thing. (Nobody even knows what NATO stands for btw). IT amazes me that their are 29 world leaders hear & I'M THE ONLY ONE who has a good tan! Sad! WHY can't NATO leaders invest more money in tanning boothes?! #WednesdayWisdom",0.0
2167,"NATO Alliance is USELESS! For example, if England attacked the United Kingdom tomorrow, the USA would HAVE TO send troops and fight for BOTH SIDES BECAUSE of our NATO obligations!! I've EXPLANED THIS to MY so-called generals, who aren't very smart, because THEY JUST DON'T GET IT!",0.0
2168,"My 7/9 Schedule
7-11:44-Watch TV.
11:45-Intel briefing-Ordered updates on Canadien Troop Movements.
12:30-Lunch w/ Pence. Finally said yes after recieving his Poem.
2-8-Geography briefing.
9-Reveal SCOTUS PICK! HUGE SUPRISE & RATINGS! Amy Coney Barrett recepsion #MondayMotivation",0.0
2169,"Secretary of State Mike Pompeo just back from North Korea. Didn't go well. My whole North Korea policy is coming completely apart, BUT IT'S NOT my fault!! NOBODY warned me that diplomacey could be so hard! And the North Koreans are being VERY MEAN TO ME! #SundayFunday",0.0
2170,"Rudy Giuliani is right! Law enforcement always HAS TO PROOVE to the criminal (me) that they committed the crime, so the criminal CAN CHOOSE whether or not to be arrested! I've seen Law & Order on Netflix, so NOBODY knows how this law stuff works more then me! #SundayMorning",0.0
2171,"For my Supreme Court pick, I've interviewed 7 people. Amy Coney Barrett's interview was terrific! Unlike the 5 others, I could tell Amy liked ME because she flirted with ME (by looking DIRECTLY at ME.) On the down side, she's obviosly TO OLD for me, since she's older then Ivanka.",0.0
2172,My golf caddy just told me England WON against Sweden today! And he said England will FIGHT Croatia or Russia THIS WEEK! Why can't MY DUMB GENERALS tell me this WAR NEWS? AND WHY is the WAR-MONGERING English queen attacking these countrees? She's OUT OF CONTROL!! #SaturdayMorning,0.0
2173,"I’m eating dinner w/ 1st Lady Melanie, VP Mike Pence & his wife Karen. Bathroom breaks are COMPLECATED! Mike MADE ME PROMISE that I wouldn't leave him alone with Melanie (TOO MUCH temptation). While both Melanie & Karen say they don’t want to be left alone with me (not sure why).",0.0
2174,"WHY are SNEAKY CHINESE COMPANYS MAKING & SELLING AMERICAN FLAGS that have ONLY 50 white stars? Loser Obama KNEW THIS & did NOTHING! My voters should count the # of white stars on every US flag you see! If 50, its fake! Send pics to #If50ItsFake! 
#FridayFeeIing #FridayMotivation",0.0
2176,"FakeNews says E.P.A. chief Scott Pruitt resigned because of his 23 ethics scandels! WRONG! He quit because he was BORED! Because I've ordered the EPA to NOT DO ANYTHING to protect the environment, only an IDIOT would agree to be EPA chief! BTW, my new EPA chief is Andrew Wheeler.",0.0
2177,"Why is it that ONLY White Men signed the Declaration of Independance? NO African-Americans, Indians, Hispanics, or women BOTHERED TO SIGN IT! VERY UNPATRIOTIC! Also, only people from 13 of the 50 states signed! What about the other 27 states? SAD! 
#4thJuly2018 #HappyFourth",0.0
2178,"Just got back to the White House after giving MY GREAT speech in West Virginia! Thanks to ME, West Virginia NOW has ONE OF THE LOWEST rates of Shark Attacks in the United States! MUCH SAFER then dangerous Nevada, scary Tenesee or horrible Missori! Making America Safe Again! #MASA",0.0
2179,"On advice of Legal Councel & Alan Dershowitz, I WON'T comment on the Michael Cohen interview. That being said, I CANT BELIEVE LOSER COHEN MIGHT FLIP ON ME! He BETTER NOT release the tapes of the Russian prostitutes! PS Why DIDN'T Cohen complement MY new hair in his interview? Sad",0.0
2180,"Why is Canada celebrating Independence Day TODAY, July 1st? Indepedence Day ISN'T until July 4th! EVERYBODY KNOWS THAT! (except Obama). Canadien President Trudeau is GOING OUT OF HIS WAY to make me angry by celebrating 4 days to soon! Sad! #SundayMorning #CanadaDay #CanadaDay2018",0.0
2181,"IT HAPPENED AGAIN! 5th TIME THIS WEEK! I had the dream where I begged Star Trek's Sulu (@GeorgeTakei) to marry me. Sulu said NO, called ME a douchebag & rode off on a unicorn with some other guy. WHY DO I KEEP HAVING THIS DREAM? Pence said he's had this dream to! #SaturdayMorning",0.0
2182,Its past noon! Just woke up! Overslept AGAIN -was binge watching Star Trek TOS last night. Missed National Securiety Briefing. NOT MY FAULT! SECRET SERVICE or my assitants SHOULD HAVE GOT ME UP earlier. Good news: I leave at 4 pm for MY GOLF WEEKEND! #FridayFeeling,0.0
2183,Just found out that FBI agent Peter Strzok said I was an “idiot”!! HOW COULD HE POSSIBLY KNOW THAT? Only people CLOSE to ME knew that! Which one of my TRAITEROUS cabinnet members TOLD Strzok?! Was it Mnuchin? Or maybe DeVos or Mattis? I WILL FIND OUT! #ThursdayThoughts,0.0
2184,"Germanys Low IQ Merkel & Canadas dopey Trudeau are ANGRY at me? There MAD because I tweeted about our secret 3pm meeting w/ NASA, Defense Dept & world leaders on the topic of finding the crashed alien ship in Greenland. I didnt reveal ANY information! I KNOW HOW TO KEEP A SECRET!",0.0
2185,"Recent Satellite photos show North Korea is RAPIDLY improving nuclear research facilities. Don't worry! MY Trump-Kim agreement still stands! I texted Kim Jung-Un & he PROMISED ME he's creating ""NEW"" long-range nuclear missiles that will be used for PEACEFUL PURPOSES ONLY! #MAGA",0.0
2186,"At MY national security briefing now. Boring. They think I’m taking notes on my phone. More talk about Russians in Seeria. Who cares! Air Force lewtenant now presenting info. She’s cute, 8.5, maybe 9. Why dont Female officers Show more cleavage & wear miniskirts? #WednesdayWisdom",0.0
2187,"MY 6/27 schedule
8–11am–Trump-Putin daydream!
11:30-Intel briefing-w/PICS/nap
12–make remarks at a dumb event
1–Lunch w/Pompeo–KFC & Cake!
2-Meet king of Porchagal
3-SECRET meeting about alien discovery
4:20–travel to Fargo. Kansas? 
8pm–Rally-5 million atending!
#WednesdayWisdom",0.0
2188,"Wow! Supreme Court rules my Muslim Ban is Leagle! SCOTUS ruling means I can do WHATEVER I want! I can now expand the travel ban to other countries like Canada, Mexico & Germany since there leaders DON'T LIKE ME AND ARE VERY VERY MEAN TO ME!!",0.0
2189,"MY 6/26 schedule:
7am-11 Watch @FoxNews
11:30-Meet w/Builder Execs. BORING!
12-Lunch w/Congress people–CAN'T WAIT for Complements!
1:30-Meet gov of W Virginya-NOBODY knows his name
2-Nap
3:30-give Metal of Honor to some dude
4-Call cam girl
5pm-3am-Play Fortnight
#TuesdayThoughts",0.0
2190,I’m ordering the National Archives to send me the original US Constitution so I can make changes to it with MY Presidential Pen! MY NEW TRUMP Constitution will be GREAT! I told congressianal Republicans my plan & NOBODY objected EXCEPT for GOP Losers Jeff Flake & Bob Corker. Sad!,0.0
2191,"Since Hope Hicks left ME, it’s IMPOSSIBLE for me to pay attention to ANY of my UNATTRACTIVE advisors! Instead of having Hope, I’m now getting GREAT ADVICE from Shawna Lenee, the ONLY live Cam girl whose able to give me advice on BOTH foreign AND domestic policy! @ShawnaLeneeShow",0.0
2192,"Pentagon BETTER STOP SENDING OFFICERS WHO INTERRUPT MY GOLF GAME with urgent messages about national security threats! GET A CLUE PENTAGON! GOLF IS A GAME OF CONSENTRATION! If I wanted to hear from the Pentagon- OR ANYBODY ELSE- on MY DAY OFF, I'd turn my phone on! #SundayMorning",0.0
2193,"MY Supreme Court ruled that bakers can refuse to serve people who are gay. Last night, the Red Hen resturant REFUSED to serve Sarah Huckabee Sanders! I DIDN’T KNOW Sarah was gay! She NEVER told ME! Why does she ALWAYS LIE to everybody!? Sad! #SaturdayMorning",0.0
2194,"Had another meeting with Vice Presedent Pence today. EVERY TIME I see him, he asks me about my health. I always say I'm fine which always makes Pence VERY sad. No idea why... I think he's using meth again. 
#SaturdayMorning",0.0
2195,"Despite PROTESTS from WHINING generals, Ive ordered the Pentagon to build concentration camps on military bases for 20,000 immigrant children. MY Generals say soldiers don't know HOW to imprison kids, so I told them to copy how the germans did it in WWII. SMART! #FridayMotivation",0.0
2197,MSNBC’s Rachel Maddow BETTER NOT blame ME for My new policy of dragging babies away from mothers to be abused at Tender Age Shelters! NOT MY FAULT!! Blame all of my heartless stupid racist Trump voters. Thats what they keep BEGGING me to do! Sad. #WednesdayWisdom #WorldRefugeeDay,0.0
2198,"If ANY of my assistants read this tweet, come UPSTAIRS to my master bathroom IMMEDIATLY!!! and BRING a roll of toilet paper! #WednesdayWisdom",0.0
2199,"Today I met the KING OF SPAIN! King Felipe. But NOBODY could understand ANYTHING he said. After we sat down we realized that NONE of my 450 appointees at the White House knew how to speak Spainish. So instead of talking, we ate ice cream & played Wii bowling. #TuesdayThoughts",0.0
2200,"Week and inefective on crime Democrats HATE MY NEW idea to have All Cops across the country separate children from moms for CRIMES like Parking tickets, Speeding tickets, etc. Kids in cages is Deterence! Unlike Obama I’m tough on crime! #MAGA #TuesdayThoughts #KeepFamilesTogether",0.0
2201,I made a hat out of aluminum foil (all by myself). Then I ordered 17 secret service agents to TRY to read my mind while I wore it. HAT WORKED! NOBODY HAD ANY IDEA WHAT I WAS THINKING! I should ware this hat ALL the time! Muellers spys are EVERYWHERE! WHICHHUNT! #TuesdayThoughts,0.0
2203,Nosey Laura Bush says I'm cruel & Immoral. WRONG! I could end MY policy of separating 2000 children from there mothers with a phone call. BUT I WON'T DO THAT! I HAVE TO hold children hostage until democrats (and Mueller) give in to MY DEMANDS! WITCH HUNT! #MondayMotivation,0.0
2204,"OMG! Its been a week & Rocketman HASNT MESSAGED ME BACK! Ive texted him 50 times! His Facebook still says ""SINGLE""! WHY is he playing these MIND GAMES?! I gave him EVERYTHING the night we met. HE told me how big my hands were! Miss him so much! I THOUGHT WE had SOMETHING SPECIAL!",0.0
2207,"Paul Manafort, my campane manager, is now in JAIL for witness tampering and encouraging perjury! Totally UNFAIR! I tell witnesses what to say EVERY DAY! Are they going to throw me in jail too?! (Nobody even knows what perjury is.) #FridayFeeling",0.0
2208,Jeff Sessions (Mr. Magoo) is right! (for once). MY administration is only forcibly seperating babies & kids from there mothers if they are HISPANIC. THEIR are NO CASES of seperating kids from there parents if they are white! That would be RACIST! Says so in the Bible - Romans 13.,0.0
2209,Its my birthday today!! I’m going to EAT CAKE! The best Chocolate CAKE! Then I'm going to open presents! LOTS OF THEM! Everybody HAS TO give ME a BIG gift! Then I want to play games! NOBODY BETTER BE NICE TO OTHERS! ONLY BE NICE TO ME! since its MY birthday!! #ThursdayThoughts,0.0
2210,"GREAT Kim Jung-Un summit! I GOT HIM to say he'd “RECONSIDER” testing nukes & missles for 3 months! In exchange, US wargames will be stoped. I'll also end sanctions, give him $500 billion, withdraw US troops from South Korea & give him the island & people of Guam. ART OF THE DEAL!",0.0
2211,"Took ME 20 minutes to END North Korea Nuclear Threat! I should go to Iran & meet them. If Iran PROMISES me they’ll denuke, I'll end ALL sanctions & open up some beach resorts! Israel will love me! (Loser Obama’s Iran deal was wordy & stupid, NOBODY even read it.) #WednesdayWisdom",0.0
2212,Kim Jong–Un said I have the BIGGEST IQ HE'S EVER SEEN! AND he gave me GREAT complements about my hare & MY hand size! LOVE THIS GUY! Time to END North & South Korea sanctions! Why can’t Canada's brutal dictator Terrible Trudeau be like Kim Jong-Un? Sad! #TrumpKim #TuesdayThoughts,0.0
2213,"In a SURPRISE move, I ORDERED all translators to LEAVE my private meeting w/ Kim Jong-Un. I did this to show Kim that I know HOW to speek North Korean. IT WORKED! Kim was SO IMPRESSED with ME, he talked for 25 minutes straight! (No idea what he said.) #TrumpKimSummit",0.0
2214,"I’m in my meeting now with Kim Jong-Un. I told him I had to take a minute and google “nuclear disarmyment” since they keep using that term, but I can’t find it. He thinks I’m googling, but Im just tweeting. He’s so dumb! #TrumpKimSummit",0.0
2215,"It’s 7 am in Singapore & I'm running LATE for my Kim Jung Un meating! I TRIED to get dressed, BUT MY so-called assistant FORGOT to put on my necktie & he ALREADY LEFT! SO NOW I HAVE TO wait 45 MINUTES for him to come back to the hotel to put on my tie! Some people are so stupid!",0.0
2216,"I hereby officially declare that MY North Korea Summit is the MOST SUCCESFUL Summit in history - better then LOSER Obama's summits! (Haven’t met lil Rocketman yet, but I'LL LOOK GREAT now that I've declared MY summit a success.) Will have MUCH HIGHER RATINGS than the #TonyAwards!",0.0
2217,"Hear in Singapore, They are 12 hours AHEAD of the east coast of America! VERY UNFAIR! So when I Tweet, people in Washington, New York & Florida WON'T BE ABLE to see my tweets until 12 HOURS LATER! People who work at Twitter NEED TO FIX THIS!!! #SundayMorning",0.0
2218,"Alone in my my bed in my hotel room in Singapore - just thinking about tommorow. I think that within the FIRST minute of meeting Kim Jung Un – I’ll know. Just by his touch, my feel. I will know how far we will go.  Maybe all the way. That’s what I do. #SundayMorning",0.0
2219,"On Air Force 1 now, flying to Singapore to meet lil' Rocketman. LONG FLIGHT! Having problems with Satallite reception so I CAN'T watch @FoxNews. So to kill time, I'm watching Russian porn from my PRIVATE DVD collection. (BTW MY hands are MUCH BIGGER then the 5 guys in 1st scene.)",0.0
2220,"I'm leaving the G-7 summit EARLY because everyone here wants to sit around & talk about stuff that DOESN'T MAKE ANY SENSE! NOBODY knows what there talking about! So BORING! I don't get to golf OR watch netflix. AND Trudeau, Macron & Merkel keep making fun of me! #SaturdayMorning",0.0
2221,"I came up with a GREAT way to end this the black lives matters NONSENSE. If the NFL football players give me a list of innocent black people who were killed by cops, I will consider pardoning a few of them - INCLUDING Muhammad Ali AND Martin Luther King. #FridayFeeling",0.0
2222,"Canada REQUIRES American truckers to drive in kilometers per hour instead of miles per hour. Makes driving impossible for Americans! They didn’t tell you that, did they? Not fare to our truckers! #FridayFeeling",0.0
2223,"I met with Japanese Minister Shinzo Abe today (protestant minister I assume). Nice guy, but definetely NOT smart. He had a hard time understanding my question about how he's related to Abe Lincoln. Plus, he doesn't understand English EVEN when I spoke VERY LOUD. #ThursdayThoughts",0.0
2224,"Just had a BIG FIGHT with Canada's Justin Trudeau! I'M ANGRY! He WRONGLY says Canadiens (America's #1 ENEMY), DIDN'T burn down the White House in the War of 1812 (while Obama did NOTHING btw) & says Canada DIDN'T fight the USA on #DDAY. IT'S IMPOSSIBEL TO NEGOTIATE WITH AN IDIOT!",0.0
2225,"Just heard RUDE Dennis Rodman will be in Singapore to crash MY summit. HE’S NOT INVITED! I DON’T WANT him their! It’s MY together time with little Rocketman! We just want to be alone where it’s quiet & romantic. 
BTW, I will FIGHT Rodman for MY Nobel Piece Prize! #WednesdayWisdom",0.0
2226,"Usually I don’t ""openly"" praise & support Adolf Hitler (or most Nazis in general, both bad Nazis & good Nazis), but it's AMAZING that I think SO MUCH like Hitler. Here are 9 exampels: 1) Hitler won a war in Europe; I WILL win a war in Europe. 2) Hitler is VERY attractive; I'm...",0.0
2227,"I have the ABSOLUTE RIGHT to Pardon myself for my past (and future) crimes. Unlike the 12 morons on the Supreme Court, I figured out a way to ignore the stupid constitution (which only the dems are dumb enough to follow.) #scotus #MondayMotivation",0.0
2228,"MY trade war with Canada (our GREATEST foe) & the country of Europe will lead to 2 million lost American jobs in places like Ohio, Kentucky & Michegan. BUT THESE are DIRTY factory & farmer jobs that LOSER Obama created! I was going to find a way to end them anyway. A WIN for ME!",0.0
2229,"My North Korea summet goal in Singapore is to get Big Rocketman to come out with me, ALONE, to my hotel room. I'm ALWAYS good at getting ANYONE to do what I want them to do in my hotel rooms. It worked with Stormy; worked in Moscow; and with Santorum. So excited! #SaturdayMorning",0.0
2230,"For MY HISTORIC summit w/ North Korea, MY plan (I thought of ALL BY MYSELF) is to tell Rocketman that IF he gives up his nukes, I will allow one McDonalds resturant to open in Pongyang. Koreans are smart, BUT I'M SMARTER, so I KNOW he'll take the deal. PEACE PRIZE! #FridayFeeling",0.0
2232,"UNFAIR #FakeNews makes me angry! Yesterday, I gave a GREAT speech at an event (with HUGE CROWDS) that WAS FULL OF sick & disabled people in the audience. I DIDN'T mock, make fun of, or immitate ANY of the disabled people! Why WON'T Fake News media REPORT THAT?! #ThursdayThoughts",0.0
2233,"I invited Kim Kardashian West to the White House to hear her ideas for MY Criminal Justice policys. (She is the SMARTIST Person -besides me- who's EVER given me advice.) We were supposed to talk about prisons, but we spent all our time talking about my neckties (Which SHE LOVED!)",0.0
2234,Roseanne Barr says Ambien CAUSES racism. WRONG! I know for a FACT that Ambien does NOT cause racism because both Jeff Sessions and I have NEVER used Ambien. #WednesdayWisdom,0.0
2235,"I CAN’T BELIEVE IT! ABC cancelled Roseanne because she’s racist! ABC is so dum! ABC NEVER blocks any of my speeches and I say racist things EVERY DAY! Ask anybody! Besides, Roseanne was only racist with black people.",0.0
2236,"Good news! I just talked to MY very expensive divorce attorney. He PROMISED me FIVE times that if/when Mad Melanie divorces me, she DOESN’T get half the country. #MAGA #TuesdayThoughts",0.0
2237,I’m firing some USELESS assistents who scheduled a stupid wreath laying ceremony at some cemetery at the SAME time that I’m playing golf! Those idiots didn’t know that Monday’s are always MY day off! #MemorialDay #MondayMotivation,0.0
2238,OMG OMG! North Korea’s Kim Jung-Un and I are a thing again! We broke it off (because he was like so ridicolus). BUT now We’re Back Together! Can’t wait to see him in Singapore! SO HAPPY! #SundayMorning,0.0
2239,"My son Donald Jr had an INSIGNIFICANT role in my election. He’s also my LEAST favorite child (besides Tiffiny of course). So if the police in Spain release the secret tapes of Don Jr plotting with Russians to sway the election, it’s  just part of the WHICH HUNT! #SaturdayMorning",0.0
2240,"I’ve just arranged a HUGE deel to save Chinese company ZTE & 75,000 Chinese Jobs! ZTE was stealing us government secrets, but I MADE President Xi PROMISE ME he won’t steal ANY more! In exchange, Xi said China will invest 500 million in my TRUMP Hotel in Indonesia! Big WIN for ME!",0.0
2241,I HAD TO cancel the meeting in Singapore with North Korea (because Little Rocketman is being VERY MEAN to me). I am STILL WILLING to ACCEPT the Nobel Peace Prize because of my BIG efforts to plan a great dinner (with MANY deserts) with rocketman. #ThursdayThoughts,0.0
2242,Fox and Friends says MY Secretary of State Mike Pompeo DENIES theirs a criminal deep state plotting against me. WRONG! Pompeo is PART of the conspiracy! Foreign leaders take note - ANYTHING Pompeo says CAN’T be trusted! #ThursdayThoughts,0.0
2244,"SUPPOSEDLY Melania returned from the hospital. WRONG! A CREDABLE source told me that somebody replaced Melania with an EXACT duplicate! I called 911 but police, FBI & Secret Service HAVE DONE NOTHING! I hereby DEMAND that police arrest this imposter immediately! #MondayMotivation",0.0
2245,"Just found out Stormy Daniels REAL name is Stephanie Clifford! She LYED to me! If I had known her name was Stephanie, I would have NEVER asked her to spank me! Why'd she use a FAKE name? NO OTHER porn stars use fake names! People who use fake names CANT BE TRUSTED! #SundayMorning",0.0
2246,Even though I WASN'T invited to the wedding OR there reception by the TOTALLY OVERRATED royal couple. I was GRASCIOUS and sent them a GIFT on behalf of the citizens of the United States of America (a $25 gift card for Dunkin Donuts). #RoyalWedding #SaturdayMorning #PrinceHarry,0.0
2247,"I just found out that tennis star Serena Williams, Elton John, Meghan Markle, and Queen Elizabeth were on the guest list for the royal wedding. BUT I WASN’T! I’m more important (and have a bigger IQ) than those LOSERS. WHY WASN’T I invited! NOT FAIR!",0.0
2248,The royal wedding between Prince Hairy and some lady is at 7 am eastern time on Saturday morning- WHICH IS SO STUPID! Why do the English have weddings at 7 am? Everybody is going to be so tired. Dumb.,0.0
2249,"When I called all immigrants ""Animals,"" Fake News Media DID NOT REPORT that I was ONLY trying to dehumanize them so everyone would be HAPPY and EXCITED to deport them. Hitler did the SAME thing (and no one EVER complained), and he was able to deport 6 million! #FridayFeeling",0.0
2250,"Unlike LOSER Obama, under MY administration, THE TRUMP ADMINISTRATION, I have PERSONALLY deported 500,000 illegal & legal immigrents. Over 90% - or 600,000, were VIOLENT MS-13 Gang members (according to stats that Kelly Anne Conway made up.) #MAGA #ThursdayThoughts",0.0
2251,"Mad Melenia (who’s VERY ANGRY at ME because SHE says I gave her that STD after I used her toothbrush), is spending ANOTHER night recovering in the hospitul. So Rudy Giuliani, Dave (a Secret Service agent) & I are going to a DC Strip Club tonight! VIP room! Should be lots of fun!",0.0
2253,North Korea just canceled talks with South Korea and now CRAZY Rocket Man says he may NOT meet up with me in Singapore even though I ALREADY planned our dinner and desserts! (and movie!) NOT FAIR! I CAN'T get my Nobel Piece Prize until I have dinner with him!,0.0
2254,"My U.S. Embassy opens in Jerusalem today! It was MY IDEA to open my new Trump Embassy to show that Jerusalem, the holy lands, and Israel belongs to the Christians and not those other goofy religions. #MondayMorning",0.0
2255,"Its Mother’s Day!!! I already called the only woman I love and means the world to me: Ivanka.  Ivanka is SMART, beautiful, VERY sexy, and a MILF!  #MothersDay #CallMom #Moms #SundayMorning",0.0
2256,"I am angry - VERY ANGRY - at the so-called National Weather ""Service"". It was TOO HOT on the golf course today - which was THE ONLY REASON my golf score was over 300. The weather ""service"" BETTER get it right for tommorrow's game.",0.0
2258,"BIG PRAISE to North Korean Chairman UN for freeing American hostages! Nobody even knew they had hostages, which explains why I kept refusing to take them back for the last year. All countrys SHOULD TAKE NOTICE & take Americans hostage so I can get them back too. #ThursdayThoughts",0.0
2259,"CAN'T WAIT til Gina Haspel is confirmed as MY new CIA director! She's REALLY good at torture & I have a LOT of Americans on ""my list"" that I'll have her take care of. To be clear, I don't want to torture ALL prisoners, just the ones who are accused of crimes (& those who mock me)",0.0
2260,"Viktor Vekselberg, a Russian oligarch, GAVE $500,000 to Michael Cohen (to give to ME). IT WAS LEAGAL! I DIDN'T use the cash to beat Crooked Hillary! (It was used to payoff women.) The ONLY thing I have to do for the money is to continue doing a few secret favors for Putin. SMART!",0.0
